Player_Name,Gender,Country,Year,Sport,Event,Sport_Type,Gold,Silver,Bronze
Han Lu,F,China,2002,Archery,Women's team,Team,0,0,1
Yang Jianping,F,China,2002,Archery,Women's team,Team,0,0,1
Yu Hui,F,China,2002,Archery,Women's team,Team,0,0,1
Zhang Juanjuan,F,China,2002,Archery,Women's team,Team,0,0,1
Miya Tachibana,Unknown,Japan,2002,Artistic swimming,Duet,Team,1,0,0
Miho Takeda,Unknown,Japan,2002,Artistic swimming,Duet,Team,1,0,0
Gu Beibei,Unknown,China,2002,Artistic swimming,Duet,Team,0,1,0
Zhang Xiaohuan,F,China,2002,Artistic swimming,Duet,Team,0,1,0
Jang Yoon-kyeong,Unknown,South Korea,2002,Artistic swimming,Duet,Team,0,0,1
Kim Min-jeong,Unknown,South Korea,2002,Artistic swimming,Duet,Team,0,0,1
Miya Tachibana,Unknown,Japan,2002,Artistic swimming,Solo,Single,1,0,0
Jang Yoon-kyeong,Unknown,South Korea,2002,Artistic swimming,Solo,Single,0,1,0
Li Zhen,Unknown,China,2002,Artistic swimming,Solo,Single,0,0,1
Mukhlid Al-Otaibi,M,Saudi Arabia,2002,Athletics,"10,000 m",Single,1,0,0
Ahmed Ibrahim Warsama,M,Qatar,2002,Athletics,"10,000 m",Single,0,1,0
Abdelhak Zakaria,M,Bahrain,2002,Athletics,"10,000 m",Single,0,0,1
Sun Yingjie,F,China,2002,Athletics,"10,000 m",Single,1,0,0
Kayoko Fukushi,F,Japan,2002,Athletics,"10,000 m",Single,0,1,0
Xing Huina,F,China,2002,Athletics,"10,000 m",Single,0,0,1
Jamal Al-Saffar,M,Saudi Arabia,2002,Athletics,100 m,Single,1,0,0
Nobuharu Asahara,M,Japan,2002,Athletics,100 m,Single,0,1,0
Chen Haijian,M,China,2002,Athletics,100 m,Single,0,0,1
Susanthika Jayasinghe,F,Sri Lanka,2002,Athletics,100 m,Single,1,0,0
Lyubov Perepelova,F,Uzbekistan,2002,Athletics,100 m,Single,0,1,0
Qin Wangping,F,China,2002,Athletics,100 m,Single,0,0,1
Feng Yun,F,China,2002,Athletics,100 m hurdles,Single,1,0,0
Su Yiping,F,China,2002,Athletics,100 m hurdles,Single,0,1,0
Trecia Roberts,F,Thailand,2002,Athletics,100 m hurdles,Single,0,0,1
Liu Xiang,M,China,2002,Athletics,110 m hurdles,Single,1,0,0
Satoru Tanigawa,M,Japan,2002,Athletics,110 m hurdles,Single,0,1,0
Park Tae-kyong,M,South Korea,2002,Athletics,110 m hurdles,Single,0,0,1
Rashid Ramzi,M,Bahrain,2002,Athletics,1500 m,Single,1,0,0
Dou Zhaobo,M,China,2002,Athletics,1500 m,Single,0,1,0
Li Huiquan,M,China,2002,Athletics,1500 m,Single,0,0,1
Sunita Rani,F,India,2002,Athletics,1500 m,Single,1,0,0
Tatyana Borisova,F,Kyrgyzstan,2002,Athletics,1500 m,Single,0,1,0
Yoshiko Ichikawa,F,Japan,2002,Athletics,1500 m,Single,0,0,1
Valeriy Borisov,M,Kazakhstan,2002,Athletics,20 km walk,Single,1,0,0
Yu Chaohong,M,China,2002,Athletics,20 km walk,Single,0,1,0
Satoshi Yanagisawa,M,Japan,2002,Athletics,20 km walk,Single,0,0,1
Wang Qingqing,F,China,2002,Athletics,20 km walk,Single,1,0,0
Gao Kelian,F,China,2002,Athletics,20 km walk,Single,0,1,0
Svetlana Tolstaya,F,Kazakhstan,2002,Athletics,20 km walk,Single,0,0,1
Shingo Suetsugu,M,Japan,2002,Athletics,200 m,Single,1,0,0
Gennadiy Chernovol,M,Kazakhstan,2002,Athletics,200 m,Single,0,1,0
Yang Yaozu,M,China,2002,Athletics,200 m,Single,0,0,1
Saraswati Saha,F,India,2002,Athletics,200 m,Single,1,0,0
Ni Xiaoli,F,China,2002,Athletics,200 m,Single,0,1,0
Viktoriya Kovyreva,F,Kazakhstan,2002,Athletics,200 m,Single,0,0,1
Khamis Abdullah Saifeldin,M,Qatar,2002,Athletics,3000 m steeplechase,Single,1,0,0
Yoshitaka Iwamizu,M,Japan,2002,Athletics,3000 m steeplechase,Single,0,1,0
Abubaker Ali Kamal,M,Qatar,2002,Athletics,3000 m steeplechase,Single,0,1,0
Reanchai Seeharwong,M,Thailand,2002,Athletics,4 × 100 m relay,Team,1,0,0
Vissanu Sophanich,M,Thailand,2002,Athletics,4 × 100 m relay,Team,1,0,0
Ekkachai Janthana,M,Thailand,2002,Athletics,4 × 100 m relay,Team,1,0,0
Sittichai Suwonprateep,M,Thailand,2002,Athletics,4 × 100 m relay,Team,1,0,0
Hisashi Miyazaki,M,Japan,2002,Athletics,4 × 100 m relay,Team,0,1,0
Shingo Suetsugu,M,Japan,2002,Athletics,4 × 100 m relay,Team,0,1,0
Hiroyasu Tsuchie,M,Japan,2002,Athletics,4 × 100 m relay,Team,0,1,0
Nobuharu Asahara,M,Japan,2002,Athletics,4 × 100 m relay,Team,0,1,0
Shen Yunbao,M,China,2002,Athletics,4 × 100 m relay,Team,0,0,1
Chen Haijian,M,China,2002,Athletics,4 × 100 m relay,Team,0,0,1
Yin Hanzhao,M,China,2002,Athletics,4 × 100 m relay,Team,0,0,1
Han Chaoming,M,China,2002,Athletics,4 × 100 m relay,Team,0,0,1
Zeng Xiujun,F,China,2002,Athletics,4 × 100 m relay,Team,1,0,0
Yan Jiankui,F,China,2002,Athletics,4 × 100 m relay,Team,1,0,0
Huang Mei,F,China,2002,Athletics,4 × 100 m relay,Team,1,0,0
Qin Wangping,F,China,2002,Athletics,4 × 100 m relay,Team,1,0,0
Jutamass Tawoncharoen,F,Thailand,2002,Athletics,4 × 100 m relay,Team,0,1,0
Supavadee Khawpeag,F,Thailand,2002,Athletics,4 × 100 m relay,Team,0,1,0
Orranut Klomdee,F,Thailand,2002,Athletics,4 × 100 m relay,Team,0,1,0
Trecia Roberts,F,Thailand,2002,Athletics,4 × 100 m relay,Team,0,1,0
Anna Kazakova,F,Uzbekistan,2002,Athletics,4 × 100 m relay,Team,0,0,1
Guzel Khubbieva,F,Uzbekistan,2002,Athletics,4 × 100 m relay,Team,0,0,1
Lyudmila Dmitriadi,F,Uzbekistan,2002,Athletics,4 × 100 m relay,Team,0,0,1
Lyubov Perepelova,F,Uzbekistan,2002,Athletics,4 × 100 m relay,Team,0,0,1
Hamed Al-Bishi,M,Saudi Arabia,2002,Athletics,4 × 400 m relay,Team,1,0,0
Hadi Soua'an Al-Somaily,M,Saudi Arabia,2002,Athletics,4 × 400 m relay,Team,1,0,0
Mohammed Al-Salhi,M,Saudi Arabia,2002,Athletics,4 × 400 m relay,Team,1,0,0
Hamdan Al-Bishi,M,Saudi Arabia,2002,Athletics,4 × 400 m relay,Team,1,0,0
Purukottam Ramachandran,M,India,2002,Athletics,4 × 400 m relay,Team,0,1,0
Manoj Lal,M,India,2002,Athletics,4 × 400 m relay,Team,0,1,0
Satvir Singh,M,India,2002,Athletics,4 × 400 m relay,Team,0,1,0
Bhupinder Singh,M,India,2002,Athletics,4 × 400 m relay,Team,0,1,0
Rohan Pradeep Kumara,M,Sri Lanka,2002,Athletics,4 × 400 m relay,Team,0,0,1
Ranga Wimalawansa,M,Sri Lanka,2002,Athletics,4 × 400 m relay,Team,0,0,1
Prasanna Amarasekara,M,Sri Lanka,2002,Athletics,4 × 400 m relay,Team,0,0,1
Sugath Thilakaratne,M,Sri Lanka,2002,Athletics,4 × 400 m relay,Team,0,0,1
Jincy Phillip,F,India,2002,Athletics,4 × 400 m relay,Team,1,0,0
Manjeet Kaur,F,India,2002,Athletics,4 × 400 m relay,Team,1,0,0
Soma Biswas,F,India,2002,Athletics,4 × 400 m relay,Team,1,0,0
K. M. Beenamol,F,India,2002,Athletics,4 × 400 m relay,Team,1,0,0
Tatyana Roslanova,F,Kazakhstan,2002,Athletics,4 × 400 m relay,Team,0,1,0
Natalya Torshina,F,Kazakhstan,2002,Athletics,4 × 400 m relay,Team,0,1,0
Olga Tereshkova,F,Kazakhstan,2002,Athletics,4 × 400 m relay,Team,0,1,0
Svetlana Bodritskaya,F,Kazakhstan,2002,Athletics,4 × 400 m relay,Team,0,1,0
Qin Wangping,F,China,2002,Athletics,4 × 400 m relay,Team,0,0,1
Bo Fanfang,F,China,2002,Athletics,4 × 400 m relay,Team,0,0,1
Hou Xiufen,F,China,2002,Athletics,4 × 400 m relay,Team,0,0,1
Chen Yuxiang,F,China,2002,Athletics,4 × 400 m relay,Team,0,0,1
Fawzi Al-Shammari,M,Kuwait,2002,Athletics,400 m,Single,1,0,0
Hamdan Al-Bishi,M,Saudi Arabia,2002,Athletics,400 m,Single,0,1,0
Rohan Pradeep Kumara,M,Sri Lanka,2002,Athletics,400 m,Single,0,0,1
Damayanthi Dharsha,F,Sri Lanka,2002,Athletics,400 m,Single,1,0,0
K. M. Beenamol,F,India,2002,Athletics,400 m,Single,0,1,0
Svetlana Bodritskaya,F,Kazakhstan,2002,Athletics,400 m,Single,0,0,1
Hadi Soua'an Al-Somaily,M,Saudi Arabia,2002,Athletics,400 m hurdles,Single,1,0,0
Mubarak Al-Nubi,M,Qatar,2002,Athletics,400 m hurdles,Single,0,1,0
Dai Tamesue,M,Japan,2002,Athletics,400 m hurdles,Single,0,0,1
Natalya Torshina,F,Kazakhstan,2002,Athletics,400 m hurdles,Single,1,0,0
Song Yinglan,F,China,2002,Athletics,400 m hurdles,Single,0,1,0
Yao Yuehua,F,China,2002,Athletics,400 m hurdles,Single,0,0,1
Mukhlid Al-Otaibi,M,Saudi Arabia,2002,Athletics,5000 m,Single,1,0,0
Abdelhak Zakaria,M,Bahrain,2002,Athletics,5000 m,Single,0,1,0
Khamis Abdullah Saifeldin,M,Qatar,2002,Athletics,5000 m,Single,0,0,1
Sun Yingjie,F,China,2002,Athletics,5000 m,Single,1,0,0
Kayoko Fukushi,F,Japan,2002,Athletics,5000 m,Single,0,1,0
Sunita Rani,F,India,2002,Athletics,5000 m,Single,0,0,1
Rashid Mohamed,M,Bahrain,2002,Athletics,800 m,Single,1,0,0
K. M. Binu,M,India,2002,Athletics,800 m,Single,0,1,0
Li Huiquan,M,China,2002,Athletics,800 m,Single,0,0,1
K. M. Beenamol,F,India,2002,Athletics,800 m,Single,1,0,0
Madhuri Singh,F,India,2002,Athletics,800 m,Single,0,1,0
Zamira Amirova,F,Uzbekistan,2002,Athletics,800 m,Single,0,0,1
Qi Haifeng,M,China,2002,Athletics,Decathlon,Single,1,0,0
Dmitriy Karpov,M,Kazakhstan,2002,Athletics,Decathlon,Single,0,1,0
Ahmad Hassan Moussa,M,Qatar,2002,Athletics,Decathlon,Single,0,0,1
Wu Tao,M,China,2002,Athletics,Discus throw,Single,1,0,0
Abbas Samimi,M,Iran,2002,Athletics,Discus throw,Single,0,1,0
Anil Kumar,M,India,2002,Athletics,Discus throw,Single,0,0,1
Neelam Jaswant Singh,F,India,2002,Athletics,Discus throw,Single,1,0,0
Song Aimin,F,China,2002,Athletics,Discus throw,Single,0,1,0
Ma Shuli,F,China,2002,Athletics,Discus throw,Single,0,0,1
Koji Murofushi,M,Japan,2002,Athletics,Hammer throw,Single,1,0,0
Hiroaki Doi,M,Japan,2002,Athletics,Hammer throw,Single,0,1,0
Ye Kuigang,M,China,2002,Athletics,Hammer throw,Single,0,0,1
Gu Yuan,F,China,2002,Athletics,Hammer throw,Single,1,0,0
Liu Yinghui,F,China,2002,Athletics,Hammer throw,Single,0,1,0
Masumi Aya,F,Japan,2002,Athletics,Hammer throw,Single,0,0,1
Shen Shengfei,F,China,2002,Athletics,Heptathlon,Single,1,0,0
Soma Biswas,F,India,2002,Athletics,Heptathlon,Single,0,1,0
J. J. Shobha,F,India,2002,Athletics,Heptathlon,Single,0,0,1
Lee Jin-taek,M,South Korea,2002,Athletics,High jump,Single,1,0,0
Wang Zhouzhou,M,China,2002,Athletics,High jump,Single,0,1,0
Cui Kai,M,China,2002,Athletics,High jump,Single,0,1,0
Kim Tae-hoi,M,South Korea,2002,Athletics,High jump,Single,0,1,0
Tatyana Efimenko,F,Kyrgyzstan,2002,Athletics,High jump,Single,1,0,0
Bobby Aloysius,F,India,2002,Athletics,High jump,Single,0,1,0
Marina Korzhova,F,Kazakhstan,2002,Athletics,High jump,Single,0,1,0
Li Rongxiang,M,China,2002,Athletics,Javelin throw,Single,1,0,0
Yukifumi Murakami,M,Japan,2002,Athletics,Javelin throw,Single,0,1,0
Sergey Voynov,M,Uzbekistan,2002,Athletics,Javelin throw,Single,0,0,1
Lee Young-sun,F,South Korea,2002,Athletics,Javelin throw,Single,1,0,0
Liang Lili,F,China,2002,Athletics,Javelin throw,Single,0,1,0
Ha Xiaoyan,F,China,2002,Athletics,Javelin throw,Single,0,0,1
Hussein Al-Sabee,M,Saudi Arabia,2002,Athletics,Long jump,Single,1,0,0
Li Dalong,M,China,2002,Athletics,Long jump,Single,0,1,0
Al-Waleed Abdulla,M,Qatar,2002,Athletics,Long jump,Single,0,0,1
Anju Bobby George,F,India,2002,Athletics,Long jump,Single,1,0,0
Maho Hanaoka,F,Japan,2002,Athletics,Long jump,Single,0,1,0
Yelena Koshcheyeva,F,Kazakhstan,2002,Athletics,Long jump,Single,0,0,1
Lee Bong-ju,M,South Korea,2002,Athletics,Marathon,Single,1,0,0
Koji Shimizu,M,Japan,2002,Athletics,Marathon,Single,0,1,0
Ryuji Takei,M,Japan,2002,Athletics,Marathon,Single,0,0,1
Ham Bong-sil,F,North Korea,2002,Athletics,Marathon,Single,1,0,0
Harumi Hiroyama,F,Japan,2002,Athletics,Marathon,Single,0,1,0
Hiromi Ominami,F,Japan,2002,Athletics,Marathon,Single,0,0,1
Grigoriy Yegorov,M,Kazakhstan,2002,Athletics,Pole vault,Single,1,0,0
Satoru Yasuda,M,Japan,2002,Athletics,Pole vault,Single,0,1,0
Fumiaki Kobayashi,M,Japan,2002,Athletics,Pole vault,Single,0,0,1
Gao Shuying,F,China,2002,Athletics,Pole vault,Single,1,0,0
Masumi Ono,F,Japan,2002,Athletics,Pole vault,Single,0,1,0
Qin Xia,F,China,2002,Athletics,Pole vault,Single,0,0,1
Bahadur Singh Sagoo,M,India,2002,Athletics,Shot put,Single,1,0,0
Bilal Saad Mubarak,M,Qatar,2002,Athletics,Shot put,Single,0,1,0
Shakti Singh,M,India,2002,Athletics,Shot put,Single,0,0,1
Li Meiju,F,China,2002,Athletics,Shot put,Single,1,0,0
Lee Myung-sun,F,South Korea,2002,Athletics,Shot put,Single,0,1,0
Juttaporn Krasaeyan,F,Thailand,2002,Athletics,Shot put,Single,0,0,1
Salem Al-Ahmedi,M,Saudi Arabia,2002,Athletics,Triple jump,Single,1,0,0
Lao Jianfeng,M,China,2002,Athletics,Triple jump,Single,0,1,0
Takashi Komatsu,M,Japan,2002,Athletics,Triple jump,Single,0,0,1
Huang Qiuyan,F,China,2002,Athletics,Triple jump,Single,1,0,0
Zhang Hao,F,China,2002,Athletics,Triple jump,Single,0,1,0
Tatyana Bocharova,F,Kazakhstan,2002,Athletics,Triple jump,Single,0,0,1
Lee Dong-soo,M,South Korea,2002,Badminton,Men's doubles,Team,1,0,0
Yoo Yong-sung,M,South Korea,2002,Badminton,Men's doubles,Team,1,0,0
Pramote Teerawiwatana,M,Thailand,2002,Badminton,Men's doubles,Team,0,1,0
Tesana Panvisvas,M,Thailand,2002,Badminton,Men's doubles,Team,0,1,0
Chan Chong Ming,M,Malaysia,2002,Badminton,Men's doubles,Team,0,0,1
Chew Choon Eng,M,Malaysia,2002,Badminton,Men's doubles,Team,0,0,1
Halim Haryanto,M,Indonesia,2002,Badminton,Men's doubles,Team,0,0,1
Tri Kusharjanto,M,Indonesia,2002,Badminton,Men's doubles,Team,0,0,1
Taufik Hidayat,M,Indonesia,2002,Badminton,Men's singles,Single,1,0,0
Lee Hyun-il,M,South Korea,2002,Badminton,Men's singles,Single,0,1,0
Hendrawan,M,Indonesia,2002,Badminton,Men's singles,Single,0,0,1
Shon Seung-mo,M,South Korea,2002,Badminton,Men's singles,Single,0,0,1
Ha Tae-kwon,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Jang Young-soo,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Kim Dong-moon,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Lee Dong-soo,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Lee Hyun-il,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Lee Jae-jin,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Park Tae-sang,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Shon Seung-mo,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Yim Bang-eun,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Yoo Yong-sung,M,South Korea,2002,Badminton,Men's team,Team,1,0,0
Rony Agustinus,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Sigit Budiarto,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Halim Haryanto,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Hendrawan,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Taufik Hidayat,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Tri Kusharjanto,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Marleve Mainaky,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Bambang Suprianto,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Nova Widianto,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Candra Wijaya,M,Indonesia,2002,Badminton,Men's team,Team,0,1,0
Bao Chunlai,M,China,2002,Badminton,Men's team,Team,0,0,1
Chen Hong,M,China,2002,Badminton,Men's team,Team,0,0,1
Chen Qiqiu,M,China,2002,Badminton,Men's team,Team,0,0,1
Lin Dan,M,China,2002,Badminton,Men's team,Team,0,0,1
Liu Yong,M,China,2002,Badminton,Men's team,Team,0,0,1
Wang Wei,M,China,2002,Badminton,Men's team,Team,0,0,1
Xia Xuanze,M,China,2002,Badminton,Men's team,Team,0,0,1
Zhang Jun,M,China,2002,Badminton,Men's team,Team,0,0,1
Zhang Wei,M,China,2002,Badminton,Men's team,Team,0,0,1
Mohd Zakry Abdul Latif,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Chan Chong Ming,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Chang Kim Wai,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Chew Choon Eng,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Choong Tan Fook,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
James Chua,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Mohd Hafiz Hashim,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Lee Tsuen Seng,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Ong Ewe Hock,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Wong Choong Hann,M,Malaysia,2002,Badminton,Men's team,Team,0,0,1
Kim Dong-moon,M,South Korea,2002,Badminton,Mixed doubles,Team,1,0,0
Ra Kyung-min,F,South Korea,2002,Badminton,Mixed doubles,Team,1,0,0
Khunakorn Sudhisodhi,M,Thailand,2002,Badminton,Mixed doubles,Team,0,1,0
Saralee Thungthongkam,Unknown,Thailand,2002,Badminton,Mixed doubles,Team,0,1,0
Chen Qiqiu,M,China,2002,Badminton,Mixed doubles,Team,0,0,1
Zhang Jiewen,Unknown,China,2002,Badminton,Mixed doubles,Team,0,0,1
Nova Widianto,M,Indonesia,2002,Badminton,Mixed doubles,Team,0,0,1
Vita Marissa,Unknown,Indonesia,2002,Badminton,Mixed doubles,Team,0,0,1
Ra Kyung-min,F,South Korea,2002,Badminton,Women's doubles,Team,1,0,0
Lee Kyung-won,F,South Korea,2002,Badminton,Women's doubles,Team,1,0,0
Gao Ling,F,China,2002,Badminton,Women's doubles,Team,0,1,0
Huang Sui,F,China,2002,Badminton,Women's doubles,Team,0,1,0
Yang Wei,F,China,2002,Badminton,Women's doubles,Team,0,0,1
Huang Nanyan,F,China,2002,Badminton,Women's doubles,Team,0,0,1
Lee Hyo-jung,F,South Korea,2002,Badminton,Women's doubles,Team,0,0,1
Hwang Yu-mi,F,South Korea,2002,Badminton,Women's doubles,Team,0,0,1
Zhou Mi,F,China,2002,Badminton,Women's singles,Single,1,0,0
Gong Ruina,F,China,2002,Badminton,Women's singles,Single,0,1,0
Wang Chen,F,Hong Kong,2002,Badminton,Women's singles,Single,0,0,1
Kim Kyeung-ran,F,South Korea,2002,Badminton,Women's singles,Single,0,0,1
Dai Yun,F,China,2002,Badminton,Women's team,Team,1,0,0
Gao Ling,F,China,2002,Badminton,Women's team,Team,1,0,0
Gong Ruina,F,China,2002,Badminton,Women's team,Team,1,0,0
Huang Nanyan,F,China,2002,Badminton,Women's team,Team,1,0,0
Huang Sui,F,China,2002,Badminton,Women's team,Team,1,0,0
Wei Yili,F,China,2002,Badminton,Women's team,Team,1,0,0
Yang Wei,F,China,2002,Badminton,Women's team,Team,1,0,0
Zhang Jiewen,F,China,2002,Badminton,Women's team,Team,1,0,0
Zhang Ning,F,China,2002,Badminton,Women's team,Team,1,0,0
Zhou Mi,F,China,2002,Badminton,Women's team,Team,1,0,0
Bae Seung-hee,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Hwang Yu-mi,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Jun Jae-youn,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Kim Kyeung-ran,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Kwon Hee-sook,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Lee Hae-young,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Lee Hyo-jung,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Lee Kyung-won,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Ra Kyung-min,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Shin Ja-young,F,South Korea,2002,Badminton,Women's team,Team,0,1,0
Koon Wai Chee,F,Hong Kong,2002,Badminton,Women's team,Team,0,0,1
Li Wing Mui,F,Hong Kong,2002,Badminton,Women's team,Team,0,0,1
Ling Wan Ting,F,Hong Kong,2002,Badminton,Women's team,Team,0,0,1
Siu Ching Man,F,Hong Kong,2002,Badminton,Women's team,Team,0,0,1
Wang Chen,F,Hong Kong,2002,Badminton,Women's team,Team,0,0,1
Sathinee Chankrachangwong,F,Thailand,2002,Badminton,Women's team,Team,0,0,1
Sujitra Ekmongkolpaisarn,F,Thailand,2002,Badminton,Women's team,Team,0,0,1
Salakjit Ponsana,F,Thailand,2002,Badminton,Women's team,Team,0,0,1
Saralee Thungthongkam,F,Thailand,2002,Badminton,Women's team,Team,0,0,1
Jang Sung-ho,M,South Korea,2002,Baseball,Men,Team,1,0,0
Park Jin-man,M,South Korea,2002,Baseball,Men,Team,1,0,0
Kim Han-soo,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lee Jong-beom,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lee Byung-kyu,M,South Korea,2002,Baseball,Men,Team,1,0,0
Kim Dong-joo,M,South Korea,2002,Baseball,Men,Team,1,0,0
Kim Min-jae,M,South Korea,2002,Baseball,Men,Team,1,0,0
Kim Jong-kook,M,South Korea,2002,Baseball,Men,Team,1,0,0
No Jang-jin,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lee Seung-ho,M,South Korea,2002,Baseball,Men,Team,1,0,0
Song Jin-woo,M,South Korea,2002,Baseball,Men,Team,1,0,0
Hong Sung-heon,M,South Korea,2002,Baseball,Men,Team,1,0,0
Park Myung-hwan,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lee Young-woo,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lee Seung-yuop,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lim Chang-yong,M,South Korea,2002,Baseball,Men,Team,1,0,0
Kim Jin-woo,M,South Korea,2002,Baseball,Men,Team,1,0,0
Kim Sang-hoon,M,South Korea,2002,Baseball,Men,Team,1,0,0
Lee Sang-hoon,M,South Korea,2002,Baseball,Men,Team,1,0,0
Cho Yong-jun,M,South Korea,2002,Baseball,Men,Team,1,0,0
Jung Jae-bok,M,South Korea,2002,Baseball,Men,Team,1,0,0
Park Jae-hong,M,South Korea,2002,Baseball,Men,Team,1,0,0
Wang Chien-ming,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Hong I-chung,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Tsai Feng-an,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Yang Sung-hsien,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Chen Jui-cheng,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Chen Chien-wei,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Lin Yueh-ping,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Chang Chia-hao,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Liang Ju-hao,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Huang Chin-chih,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Huang Chung-yi,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Tsai Chung-nan,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Pan Wei-lun,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Peng Cheng-min,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Sun Chao-chi,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Wang Chuan-chia,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Cheng Chang-ming,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Kao Chih-kang,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Kuo Hong-chih,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Chen Chih-yuan,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Hsieh Chia-hsien,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Wu Chao-hui,M,Chinese Taipei,2002,Baseball,Men,Team,0,1,0
Daisuke Mori,M,Japan,2002,Baseball,Men,Team,0,0,1
Go Kida,M,Japan,2002,Baseball,Men,Team,0,0,1
Yosuke Shinomiya,M,Japan,2002,Baseball,Men,Team,0,0,1
Kenta Kurihara,M,Japan,2002,Baseball,Men,Team,0,0,1
Kazunari Tsuruoka,M,Japan,2002,Baseball,Men,Team,0,0,1
Satoshi Kubota,M,Japan,2002,Baseball,Men,Team,0,0,1
Keiichi Hirano,M,Japan,2002,Baseball,Men,Team,0,0,1
Takeshi Koyama,M,Japan,2002,Baseball,Men,Team,0,0,1
Takayuki Goto,M,Japan,2002,Baseball,Men,Team,0,0,1
Hiroya Tani,M,Japan,2002,Baseball,Men,Team,0,0,1
Kazuhiro Semba,M,Japan,2002,Baseball,Men,Team,0,0,1
Koji Onuma,M,Japan,2002,Baseball,Men,Team,0,0,1
Koji Yamamoto,M,Japan,2002,Baseball,Men,Team,0,0,1
Kanehisa Arime,M,Japan,2002,Baseball,Men,Team,0,0,1
Masanori Yasuda,M,Japan,2002,Baseball,Men,Team,0,0,1
Toshiyuki Kitagawa,M,Japan,2002,Baseball,Men,Team,0,0,1
Shingo Maeda,M,Japan,2002,Baseball,Men,Team,0,0,1
Takashi Yoshiura,M,Japan,2002,Baseball,Men,Team,0,0,1
Kazuhiro Hatakeyama,M,Japan,2002,Baseball,Men,Team,0,0,1
Hisao Arakane,M,Japan,2002,Baseball,Men,Team,0,0,1
Shiro Teramoto,M,Japan,2002,Baseball,Men,Team,0,0,1
Katsuhiro Nishiura,M,Japan,2002,Baseball,Men,Team,0,0,1
